,sentence,open_q,close_q,affirm,reflect,sd,b,sv,%,aa,ba,qy,ny,fc,qw,nn,bk,h,qy^d,bh,^q,bf,"fo_o_fw_""_by_bc",na,ad,^2,b^m,qo,qh,^h,ar,ng,br,no,fp,qrr,arp_nd,t3,oo_co_cc,aap_am,t1,bd,^g,qw^d,fa,ft
1403,"
All right, so the sleep is still a problem.",0,0,0,0,0.88854599,0.001260454,0.039925314,0.003931904,0.003240135,0.000632673,0.010595477,3.51E-05,0.002078789,9.83E-05,5.96E-06,0.001274896,7.56E-05,0.013366746,2.29E-05,0.00027331,0.028297467,0.003109406,0.000939955,0.000240212,0.001007204,0.000655455,1.17E-05,7.75E-05,2.78E-05,4.34E-05,2.97E-05,3.14E-05,2.78E-05,3.46E-06,7.56E-06,6.73E-05,1.86E-05,1.00E-05,2.47E-06,2.54E-06,5.14E-06,4.97E-06,8.70E-06,1.33E-06,5.34E-06
1404,Well that's we thought so we can try.,0,0,0,0,0.672388077,0.001037946,0.211328894,0.013764279,0.005086703,0.006030035,0.004851054,0.000466591,0.010644423,0.002266853,0.001021746,0.000710711,0.004287085,0.003110133,9.16E-05,0.012115462,0.007045753,0.002680951,0.007081527,0.002932257,0.000826444,0.000427141,0.000580541,0.001202145,0.005702772,0.003065995,0.002038805,0.000145317,0.001604866,0.000431894,0.000137087,0.010543617,0.000227115,0.001427597,0.00091189,0.000667957,0.00032157,8.17E-05,0.000237284,6.53E-05,0.000410989
1405,"We could try an alternative to the gabapentin if it made it sounds like the gamma does help you relax it does help you fall asleep so we can stick with the gabapentin, we could switch you to another medication called trazadone that you would take everything you know we think we would take at nighttime any preference.",0,0,0,0,0.730493844,4.78E-06,0.267802626,6.10E-05,0.000110245,1.14E-05,0.000110687,3.33E-06,0.00036277,2.49E-06,2.03E-07,7.62E-07,2.97E-06,1.53E-05,2.54E-07,0.000525704,0.000446882,2.68E-06,1.20E-05,7.77E-06,6.60E-06,1.03E-06,1.85E-07,7.24E-06,2.24E-06,9.90E-07,5.26E-07,6.91E-08,4.73E-07,1.45E-07,4.38E-08,1.06E-06,1.24E-06,2.17E-07,4.32E-08,1.68E-08,2.21E-08,1.28E-08,4.62E-08,4.56E-09,2.07E-08
1406,"
Got it.",0,0,0,0,0.016173629,0.019168399,0.011590418,0.007153528,0.006771214,0.002303597,0.001750039,0.004774499,0.012934999,0.001808489,0.000979265,0.005737698,0.004462702,0.009199928,0.002766252,0.004026979,0.00433268,0.043703593,0.004119431,0.240493611,0.408085525,0.015943682,0.001486716,0.009938023,0.035022508,0.001744917,0.002841236,0.004026053,0.003188604,0.000808601,0.002607033,0.005280963,0.034286547,0.040486809,0.010355279,0.005497067,0.005161491,0.000637379,0.003271912,0.002718026,0.002360656
1407,"Okay,
so the gamma pentane doesn't help you stay asleep.",0,0,0,1,0.285324812,0.002572917,0.630996108,0.013296318,0.004935645,0.003429479,0.007125127,0.00043594,0.00264232,0.001105092,0.000194179,0.000298482,0.001305726,0.01024837,0.000353143,0.002461622,0.013166472,0.001232739,0.002433471,0.00230919,0.007046053,0.001223253,0.000207855,0.001894385,0.000759971,0.000526323,0.000560344,0.000138504,0.000196007,6.24E-05,7.13E-05,0.000459197,0.000165798,0.000199851,0.000144708,0.000127354,8.84E-05,4.79E-05,0.000181225,1.21E-05,1.99E-05
1408,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1409,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1410,"Okay, yeah, no thanks for sharing that information.",0,0,0,0,0.265532285,0.023168538,0.28658247,0.051162727,0.101756021,0.04647322,0.05152756,0.006544001,0.04948606,0.003468635,0.019944908,0.003862264,0.000726785,0.007238199,0.000362453,0.004220048,0.003019943,0.011399847,0.000355166,0.001372522,0.005992741,0.040105421,0.000644105,0.000605733,0.001340581,0.007590757,0.001260326,0.000464454,0.000619102,0.000874154,4.47E-05,0.000688632,0.000209688,0.000463629,0.000359524,3.40E-05,0.000171775,2.26E-05,5.22E-05,1.41E-05,0.000238121
1411,"Okay, well, trazadone The way it works is you would take it at nighttime.",0,0,0,0,0.288300067,0.001472074,0.590108991,0.005978937,0.008019203,0.004841146,0.024365053,0.000382146,0.000875182,0.000919013,0.000169216,0.000150231,0.001567635,0.008290097,0.000199633,0.003997504,0.039703581,0.000784208,0.001738981,0.002776182,0.00921589,0.001362861,0.000171683,0.001948928,0.000184192,0.000502893,0.000330268,9.53E-05,0.000212958,3.35E-05,0.00018215,0.00031634,0.000189926,0.000169435,0.000190933,5.37E-05,2.44E-05,1.38E-05,0.000126181,1.23E-05,2.34E-05
1412,"So, you know, you would still continue taking Zoloft, we would add on the trazadone and you would take 15 milligrams.",0,0,0,0,0.227459162,0.000660734,0.686578453,0.001416572,0.005424204,0.00312317,0.01596673,0.000211004,0.002015047,0.000145053,3.44E-05,7.84E-05,0.00023661,0.005653934,5.53E-05,0.010654852,0.034019243,0.00054004,0.000377517,0.003033024,0.001269013,0.000183209,9.79E-05,0.000242622,0.000140756,6.33E-05,3.99E-05,9.21E-06,2.59E-05,1.02E-05,7.70E-06,9.07E-05,2.87E-05,4.86E-05,3.05E-05,4.32E-06,4.70E-06,1.87E-06,7.81E-06,9.78E-07,8.59E-06
1413,At nighttime.,0,0,0,0,0.194488242,0.048858132,0.177307725,0.057384785,0.05443031,0.01092286,0.024285823,0.003791063,0.011923399,0.012420868,0.003016016,0.007546588,0.023686308,0.070007421,0.006993103,0.009646046,0.030616913,0.01146149,0.033143032,0.011229187,0.026521901,0.083874926,0.003892028,0.007078249,0.007476949,0.006961112,0.010208695,0.003883541,0.004305094,0.001802594,0.003901227,0.003791271,0.005169525,0.002116747,0.006466877,0.003703093,0.004034142,0.00455816,0.005974461,0.000454054,0.000665964
1414,And you can kind of take it as needed.,0,0,0,0,0.303511024,0.000185338,0.597420394,0.002028749,0.000680596,0.001196793,0.004418367,6.12E-05,0.001783503,0.002041159,0.000126834,0.000141064,0.002131511,0.016931457,0.000110638,0.013310998,0.021168198,0.000938336,0.000406353,0.012241581,0.00927853,0.00079067,0.000344351,0.006095725,0.000307335,0.000279797,5.02E-05,4.28E-05,0.00011033,1.81E-05,0.000238337,0.000224099,0.000161546,0.000385941,0.000196455,8.63E-05,0.000181068,1.81E-05,0.000292776,8.64E-06,5.49E-05
1415,"Or I would probably start out just taking it every day for the first week to see what kind of a response, you get.",0,0,0,0,0.629443347,7.03E-05,0.35361129,0.000364811,0.000249389,7.17E-05,0.000623861,3.53E-05,0.002390455,0.00015149,6.24E-06,3.74E-05,0.000243246,0.001859299,2.07E-05,0.000636626,0.002927308,0.000161351,0.000434624,0.002518658,0.001794398,0.000212839,6.31E-05,0.001082949,0.000117226,5.84E-05,2.08E-05,1.35E-05,6.81E-05,2.67E-06,9.00E-05,3.08E-05,0.000361228,7.88E-05,1.69E-05,8.59E-06,8.19E-06,2.76E-06,0.000106051,2.11E-06,3.33E-06
1416,"
Try using an overnight.",0,0,0,0,0.065992527,0.000695427,0.029615821,0.000283356,0.001619721,0.001638636,0.005727705,0.000331583,0.001361439,0.000164266,1.75E-05,0.000500104,0.000329248,0.002742673,0.000607525,0.004921269,0.011389235,0.00229052,0.000289732,0.851785719,0.005654738,0.004980177,0.000289055,0.001969112,0.00065702,6.58E-05,0.000108094,0.000586307,0.00027542,4.91E-05,3.65E-05,0.00021044,0.0004391,0.002048613,0.00017492,2.62E-05,2.47E-05,5.60E-06,2.09E-05,5.80E-05,1.59E-05
1417,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1418,"Okay, so
we'll try to trazadone so you can stop the gabapentin.",0,0,0,0,0.321018547,0.004394475,0.491979122,0.00877326,0.014947508,0.01175411,0.005919978,0.001909503,0.007321123,0.00214228,0.000579905,0.00133442,0.003905107,0.008342386,0.00019258,0.032595158,0.017478179,0.004221827,0.001696137,0.039258324,0.004828753,0.001984423,0.000794428,0.003565759,0.002663308,0.000650189,0.00049438,8.32E-05,0.00041295,0.000104975,5.16E-05,0.001138665,0.00025663,0.002059575,0.000456109,0.000121255,0.000165905,3.24E-05,0.000294836,9.29E-06,6.75E-05
1419,And then the other thought is making adjustments to your Zoloft.,0,0,0,0,0.632687628,2.52E-05,0.361222804,0.000763619,0.000144424,8.46E-05,0.000523961,7.57E-06,0.000221965,0.000194094,7.37E-06,6.05E-06,0.000132848,0.001754914,1.02E-05,0.000438636,0.000729962,2.21E-05,0.000109319,9.06E-05,0.000355123,3.15E-05,2.11E-05,0.0002381,3.81E-05,2.11E-05,1.57E-05,6.44E-06,7.89E-06,1.78E-06,5.38E-06,1.50E-05,2.02E-05,1.61E-05,5.09E-06,2.73E-06,5.51E-06,8.94E-07,1.34E-05,2.85E-07,7.06E-07
1420,I actually suggest let's go ahead and.,0,0,0,0,0.512987375,0.000446428,0.010119408,0.000327261,0.001734483,0.000863572,0.001236768,0.000617044,0.002897969,0.000142525,3.61E-05,0.000865152,0.000236551,0.000416872,0.000156597,0.018153444,0.000137939,0.004339515,0.000890128,0.423348278,0.000347971,0.000235944,0.000348535,0.001212,0.00239995,0.000144403,8.88E-05,0.000430131,0.000647128,4.96E-05,7.51E-06,0.000311786,0.001100806,0.012127947,6.92E-05,7.59E-05,3.49E-05,1.27E-05,0.000208407,0.000168998,2.39E-05
1421,"So there's there's no one right way to do this we can, we can try coming up on yours off those two 150 milligrams.",0,0,0,0,0.594589293,0.000476842,0.358110487,0.01004276,0.00676734,0.000652081,0.004992948,0.000334305,0.001612487,0.000743757,0.000372701,7.19E-05,0.000558093,0.004729955,1.21E-05,0.002138709,0.006576411,0.000401086,0.000266047,0.003313371,0.000806115,0.000708553,0.000262034,0.000138527,0.00020645,0.00056013,0.00019115,6.25E-06,6.56E-05,2.21E-05,1.08E-05,0.000135113,1.98E-05,5.42E-05,1.29E-05,6.51E-06,3.85E-06,3.61E-06,2.19E-05,5.33E-07,1.13E-06
1422,"And then, more we would add on a second agent.",0,0,0,0,0.716338098,0.000186168,0.263979107,0.001010795,0.000377589,0.000213002,0.000416551,5.42E-05,0.000885922,6.88E-05,1.20E-05,8.35E-05,0.000439031,0.001068678,3.68E-05,0.0016856,0.001276361,0.000404189,0.000370983,0.007645498,0.001543081,0.000157481,5.35E-05,0.00045713,0.000330059,6.83E-05,3.86E-05,3.14E-05,7.43E-05,5.05E-06,1.06E-05,6.74E-05,0.000222058,0.000270606,2.25E-05,1.41E-05,3.01E-05,2.96E-06,4.10E-05,3.52E-06,3.41E-06
1423,"Now, although we're already adding on the transparency probably would lean towards just making one change, you know, just going up on this little off dose.",0,0,0,0,0.450706154,0.000217643,0.541136384,0.001214146,0.00123279,0.000804555,0.001228651,7.91E-05,0.000218167,2.33E-05,6.28E-06,2.39E-05,0.000143123,0.000843507,1.34E-05,0.000150719,0.000536178,5.88E-05,0.000389715,6.39E-05,0.000454033,5.17E-05,4.79E-06,8.91E-05,5.62E-05,3.06E-05,9.85E-05,7.70E-06,3.03E-05,2.43E-06,1.55E-06,3.79E-05,1.13E-05,1.38E-05,6.36E-06,3.11E-06,3.95E-06,4.99E-07,4.91E-06,1.93E-07,4.75E-07
1424,"At this point, and then, you know, adding on the trazadone.",0,0,0,0,0.697177529,0.000854,0.229505435,0.004699606,0.002043494,0.000546992,0.012721967,8.92E-05,0.001177323,0.000190714,7.23E-05,0.000143797,0.000760135,0.010017015,0.000257581,0.012255547,0.009696697,0.001899102,0.000727552,0.001547043,0.006662513,0.003610158,5.71E-05,0.000570602,0.000246135,0.000312593,0.000508835,9.13E-05,0.000206578,3.93E-05,0.00024998,0.000210858,0.000349958,0.000111595,0.000129977,6.11E-05,8.12E-05,4.51E-05,5.11E-05,9.31E-06,1.16E-05
1425,And then reassessing.,0,0,0,0,0.637906373,0.002320491,0.20734787,0.05500127,0.001516872,0.002259376,0.005465775,0.00019394,0.002798993,0.002838944,0.000267578,0.000583139,0.007131802,0.013318359,0.000342592,0.007067564,0.011884395,0.002580247,0.002602056,0.006512458,0.008743092,0.004273763,0.000325134,0.004511411,0.002250496,0.000880334,0.001115367,0.000379957,0.000491322,0.000226021,0.000714876,0.001259276,0.000569166,0.000858218,0.000502199,0.00099912,0.000561317,0.000273889,0.000906343,0.000114905,0.000103656
1426,So now you say you're taking three tablets then during the day.,0,0,0,1,0.732089877,0.000257774,0.112932093,0.00185928,0.000254052,0.000875486,0.006176101,0.00010644,0.002419011,0.000440778,2.66E-05,0.000383851,0.000711498,0.082527995,9.10E-05,0.001849462,0.042217385,0.000777726,0.000541479,0.007634174,0.003059369,0.000983874,0.000251638,0.00015081,0.000503008,7.25E-05,0.000136015,1.59E-05,6.97E-05,2.92E-05,1.41E-05,0.000161199,5.25E-05,9.03E-05,2.27E-05,1.74E-05,1.27E-05,5.45E-06,0.000154865,5.48E-06,1.93E-05
1427,"
Oh.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1428,Gotcha.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1429,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1430,"
Let me just make sure so I'll put the 50 milligrams three tablets.",0,0,0,0,0.318765908,0.000198988,0.045633651,0.000623882,0.00058974,0.000732809,0.001190596,0.000516775,0.005668948,0.000813208,0.000855535,0.000834216,0.018840084,0.002999009,0.000115191,0.326948225,0.001429226,0.004290468,0.002316964,0.112748869,0.001600753,0.000801057,0.001138564,0.002773778,0.047302686,0.001757793,0.003140264,7.96E-05,0.007203501,0.000875334,0.000520305,0.002433163,0.004411378,0.068752557,0.001670473,0.005477117,0.000648927,0.000387327,0.002092617,0.000397457,0.00042304
1431,"And like I said once we kind of settled down on settling on a dose and we can we can change the tablet farms, dosage.",0,0,0,0,0.936842561,1.26E-05,0.056559913,0.000157877,9.42E-05,1.24E-05,0.000292613,1.47E-05,0.000422489,7.30E-05,1.29E-05,8.89E-06,0.000185935,0.000107665,7.66E-06,0.003873962,0.000247194,3.13E-05,0.000297903,5.75E-05,8.14E-05,1.38E-05,5.64E-06,0.000169743,7.74E-05,6.21E-05,5.99E-05,3.70E-06,3.77E-05,1.05E-05,6.50E-06,4.96E-05,3.76E-05,1.95E-05,4.57E-06,1.21E-05,7.24E-06,4.11E-06,1.88E-05,1.76E-06,3.18E-06
1432,"But we'll have flexibility with the 50 milligrams here so I'll send that and we're going to do 50 milligrams, 150, milligrams a day, you could take it all together in the morning to three tablets a day.",0,0,0,0,0.190078005,0.000110632,0.404714465,0.001412668,0.000959252,0.000223883,0.002103938,3.14E-05,0.000867349,4.30E-05,2.26E-05,2.26E-05,0.000226177,0.002314958,3.58E-06,0.002782566,0.39186883,0.000131121,0.000312568,0.000524944,0.000665954,0.000143143,1.91E-05,0.000103043,1.09E-05,5.44E-05,5.59E-05,6.75E-06,2.17E-05,1.62E-05,1.27E-05,8.05E-05,1.74E-05,8.99E-06,9.21E-06,9.54E-07,3.06E-06,9.54E-07,9.64E-06,4.87E-07,4.28E-06
1433,90 per month.,0,0,0,0,0.48402068,0.014985884,0.323449552,0.031453192,0.021929752,0.022986688,0.006523516,0.002700859,0.006254684,0.00149029,0.000797985,0.00144366,0.002677708,0.009876029,0.00085112,0.0086755,0.0089789,0.002546533,0.004704014,0.001707348,0.01959064,0.010451212,0.000288267,0.002262994,0.001425179,0.000933191,0.001513561,0.000665903,0.000783156,0.00036285,0.000181065,0.000510229,0.000498127,0.000573326,0.000415187,0.000304072,0.000462582,0.00013985,0.000451639,6.69E-05,6.61E-05
1434,"
And then God,
any sexual side effects with the Zoloft decrease,
you know,
they'll say, Okay.",0,0,0,0,0.691814601,5.01E-05,0.264622748,0.003647692,0.000148731,7.33E-05,0.009493943,1.77E-05,0.000281669,0.000572881,2.27E-05,2.73E-05,0.000588956,0.008455935,3.64E-05,0.00159226,0.012981208,0.00017691,0.000397631,0.000451814,0.002324008,0.000230433,4.89E-05,0.000819591,0.000140201,0.0001198,0.000155534,2.13E-05,4.64E-05,1.14E-05,0.000143146,0.000127661,9.49E-05,4.91E-05,3.52E-05,3.74E-05,3.31E-05,1.05E-05,8.68E-05,3.13E-06,6.98E-06
1435,"All right, Nasha
Nasha.",0,0,0,0,0.022663448,0.064042583,0.002865804,0.025090035,0.017267304,0.009020146,0.005357554,0.001475232,0.2753326,0.001075552,0.001745428,0.1007929,0.001165467,0.014307817,0.002247956,0.004487743,0.007942559,0.32668218,0.002722364,0.002548073,0.015217005,0.019384336,0.000280026,0.00164502,0.00440636,0.001846018,0.001577447,0.006034856,0.001965589,0.001350457,0.002154308,0.005157412,0.010644683,0.005070544,0.001212723,0.001026158,0.014656106,0.002783466,0.000947029,0.001053804,0.01275402
1436,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1437,"
And let's see, so that yeah those are the two suggestions that go up to so often 150 milligrams will add on trazadone at nighttime.",0,0,0,0,0.834493995,0.000969593,0.123235993,0.005757513,0.008606067,0.001967855,0.001970905,0.000899294,0.001755743,0.00182081,4.16E-05,8.57E-05,0.000835062,0.003400526,3.00E-05,0.000766231,0.00903793,0.000411083,0.00031497,0.000282841,0.001183192,0.001423794,3.65E-05,0.000260176,0.000110105,6.77E-05,2.99E-05,1.57E-05,2.21E-05,1.86E-05,7.07E-06,2.03E-05,3.64E-05,2.71E-05,1.59E-05,1.96E-05,6.22E-06,2.23E-06,1.14E-05,3.90E-07,1.89E-06
1438,"Continue with town and continue making good for progress, you know, getting, you know, moving moving in the direction away, you know, whether you're happy about you when you're making construction, you know.",0,0,0,0,0.417013288,0.000424222,0.557257056,0.000818806,0.002616152,0.002412139,0.002510167,0.000128279,0.00538422,6.00E-05,7.37E-06,0.000102143,0.00010812,0.003826683,4.32E-05,0.001422003,0.003249055,0.000226431,0.000601776,0.000782863,0.000300943,0.000158687,2.92E-05,8.15E-05,0.000199389,3.45E-05,2.84E-05,3.35E-06,2.19E-05,9.15E-06,6.10E-07,7.59E-05,2.04E-05,2.47E-05,7.57E-06,1.90E-06,1.83E-06,7.32E-07,3.83E-06,3.81E-07,1.07E-06
1439,"And,
yeah,
let's see.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1440,"But yes, I think, I think.",0,0,0,0,0.678551078,0.008734052,0.161839396,0.101027489,0.009809827,0.005969339,0.000899074,0.000538003,0.007503897,0.000532091,0.000154109,0.000351356,0.010799,0.001287395,8.02E-05,0.001962389,0.000966734,0.001153028,0.001766324,0.000666575,0.00053041,0.000475252,0.000104442,0.000539879,0.002090294,0.000445763,0.000335788,3.88E-05,0.000278781,5.16E-05,5.74E-06,0.000151162,4.38E-05,5.33E-05,6.64E-05,5.52E-05,3.66E-05,1.50E-05,7.36E-05,9.30E-06,7.51E-06
1441,Yeah.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1442,"So, any.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1443,"So yes, other than that any other concerns or anything else you wanted to talk about God.",0,0,0,0,0.62234664,0.000109343,0.310322791,0.001459854,0.000250735,0.000255976,0.029635277,0.000109825,0.000912286,0.000169347,3.12E-05,0.00024772,0.000313439,0.009174086,0.00016734,0.0005482,0.008765469,0.000734741,0.000358867,0.010397763,0.001655002,0.000123656,0.00030792,0.000206121,0.00054345,0.000111544,0.000110917,3.20E-05,9.03E-05,5.15E-06,1.18E-05,0.000196959,6.55E-05,0.000159797,1.62E-05,1.22E-05,1.01E-05,6.04E-06,1.60E-05,2.03E-06,6.36E-06
1444,Oh yes yeah sorry I forgot to ask about that.,0,0,0,0,0.192981422,0.148917869,0.014479867,0.00870039,0.356325001,0.038813785,0.004806663,0.222345635,0.004703635,4.38E-06,6.90E-06,0.000246877,6.40E-06,0.000143454,0.000693527,0.000274986,1.24E-05,0.005370673,4.47E-05,0.000369763,1.19E-05,8.72E-05,9.63E-06,0.000179466,0.000379313,6.08E-06,1.47E-06,2.84E-05,4.27E-06,7.04E-07,1.04E-09,1.50E-06,4.51E-07,3.68E-05,3.87E-07,1.28E-06,1.28E-07,6.11E-07,6.96E-07,1.24E-06,1.02E-07
1445,Hi.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1446,"
Yeah it for me, it could.",0,0,0,0,0.085020043,0.265624166,0.040633719,0.019368514,0.479247749,0.00389451,0.002278331,0.050342463,0.015283529,0.000131348,0.00011767,0.000789112,0.000179781,0.000929248,0.000319679,0.003698883,0.003500306,0.001258324,0.000940673,0.000129377,0.002701539,0.0220074,2.03E-05,0.000347337,0.000372363,0.000107639,0.000130137,4.59E-05,9.79E-05,4.24E-05,3.34E-06,3.41E-05,7.54E-05,5.28E-05,9.79E-05,0.000106923,1.50E-05,1.88E-05,2.89E-05,2.87E-06,3.48E-06
1447,"
But I think we.",0,0,0,0,0.320091069,0.001319749,0.59978354,0.011790887,0.036858842,0.003562514,0.001813517,0.000815468,0.002556646,0.000207166,0.000202452,9.62E-05,0.006156722,0.001092839,9.31E-05,0.001463822,0.000644149,0.00053905,0.004549234,0.000229016,0.000190465,0.000254036,0.000192974,0.000468294,0.000977417,0.001006101,0.001325119,5.04E-05,0.000528682,2.63E-05,1.83E-05,0.000220476,4.01E-05,7.40E-05,0.000447231,5.87E-05,5.70E-05,5.14E-05,0.000122701,7.22E-06,1.70E-05
1448,So I know that you've had this back pain for a while I know we talked about doing physical therapy.,0,0,0,0,0.944341183,1.88E-05,0.053063516,0.000157308,6.37E-05,6.93E-05,9.47E-05,4.28E-05,0.00063877,2.48E-06,8.71E-07,2.42E-05,0.00037299,0.000495243,6.41E-07,0.0001599,8.53E-05,5.32E-05,3.04E-05,8.65E-05,1.73E-05,5.90E-06,1.97E-06,3.10E-06,5.84E-05,7.31E-06,4.36E-05,1.54E-07,3.01E-05,4.23E-06,4.58E-08,1.32E-05,1.53E-06,7.58E-06,4.83E-07,3.47E-07,2.53E-07,9.77E-08,2.41E-06,1.87E-07,9.40E-08
1449,"Yeah, I mean, are there any other things like positions or activities during the day that you think could be exacerbating the back pain.",0,0,0,0,0.471376538,0.000378065,0.49353537,0.00232757,0.007759593,0.003660928,0.011295445,0.000212902,0.000574553,0.000124565,2.52E-05,3.41E-05,0.00034723,0.001031404,4.71E-05,0.00042945,0.004167404,0.000100903,0.001061855,0.000153655,0.000415763,7.87E-05,2.00E-05,0.000277271,5.84E-05,8.45E-05,8.76E-05,2.38E-05,7.53E-05,8.60E-06,8.78E-06,0.000133143,1.40E-05,1.71E-05,3.10E-05,7.74E-06,2.44E-06,1.36E-06,6.90E-06,1.28E-06,2.58E-06
